specimen_id,document_type,quality_profile,field_name,ground_truth_value,extracted_value,normalized_gt,normalized_pred,exact_match,normalized_match,cer,edit_distance,confidence,latency_ms
DOC-45AFF25C_rotated_90,certificate,rotated_90,phone,+91 9863828222,,+91 9863828222,,False,False,1.0,14,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,bloodGroup,ab+,,ab+,,False,False,1.0,3,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,universityName,Sri Ramanujan Institute of Technology,Sri Ramanujan Institute of Technology,sri ramanujan institute of technology,sri ramanujan institute of technology,True,True,0.0,0,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,universityCode,SRIT,SRIT,srit,srit,True,True,0.0,0,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,universityTagline,"Innovation, Research, Technology",,"innovation, research, technology",,False,False,1.0,32,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,cgpa,5.75,5.75,5.75,5.75,True,True,0.0,0,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,issueDate,2023-10-09,2023-10-09,2023-10-09,2023-10-09,True,True,0.0,0,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,documentType,certificate,,certificate,,False,False,1.0,11,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[0].code,MA102,,ma102,,False,False,1.0,5,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[0].grade,D,,d,,False,False,1.0,1,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[0].credits,4,,4,,False,False,1.0,1,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[1].code,EE202,,ee202,,False,False,1.0,5,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[1].grade,E,,e,,False,False,1.0,1,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[1].credits,4,,4,,False,False,1.0,1,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[2].code,ES101,,es101,,False,False,1.0,5,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[2].grade,D,,d,,False,False,1.0,1,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[2].credits,2,,2,,False,False,1.0,1,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[3].code,EE205,,ee205,,False,False,1.0,5,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[3].grade,C,,c,,False,False,1.0,1,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[3].credits,3,,3,,False,False,1.0,1,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[4].code,EE204,,ee204,,False,False,1.0,5,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[4].grade,E,,e,,False,False,1.0,1,0.9,8492
DOC-45AFF25C_rotated_90,certificate,rotated_90,subject[4].credits,3,,3,,False,False,1.0,1,0.9,8492
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,studentName,vivek kapoor,vivek kapoor,vivek kapoor,vivek kapoor,True,True,0.0,0,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,rollNumber,19BTEE0866,19BTEE0866,19btee0866,19btee0866,True,True,0.0,0,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,enrollmentNumber,EN201900866,EN201900866,en201900866,en201900866,True,True,0.0,0,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,degreeName,Bachelor of Technology in Electrical Engineering,Bachelor of Technology in Electrical Engineering,bachelor of technology in electrical engineering,bachelor of technology in electrical engineering,True,True,0.0,0,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,branchName,electrical engineering,electrical engineering,electrical engineering,electrical engineering,True,True,0.0,0,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,batchYears,2019 - 2023,2019 - 2023,2019 - 2023,2019 - 2023,True,True,0.0,0,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,fatherName,akash kapoor,,akash kapoor,,False,False,1.0,12,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,motherName,tanvi kapoor,,tanvi kapoor,,False,False,1.0,12,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,dateOfBirth,1998-07-22,,1998-07-22,,False,False,1.0,10,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,email,vivek.kapoor866@srit.edu.in,,vivek.kapoor866@srit.edu.in,,False,False,1.0,27,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,phone,+91 9863828222,,+91 9863828222,,False,False,1.0,14,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,bloodGroup,ab+,,ab+,,False,False,1.0,3,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,universityName,Sri Ramanujan Institute of Technology,Sri Ramanujan Institute of Technology,sri ramanujan institute of technology,sri ramanujan institute of technology,True,True,0.0,0,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,universityCode,SRIT,SRIT,srit,srit,True,True,0.0,0,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,universityTagline,"Innovation, Research, Technology",,"innovation, research, technology",,False,False,1.0,32,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,cgpa,5.75,5.75,5.75,5.75,True,True,0.0,0,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,issueDate,2023-10-09,2023-10-09,2023-10-09,2023-10-09,True,True,0.0,0,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,documentType,certificate,,certificate,,False,False,1.0,11,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[0].code,MA102,,ma102,,False,False,1.0,5,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[0].grade,D,,d,,False,False,1.0,1,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[0].credits,4,,4,,False,False,1.0,1,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[1].code,EE202,,ee202,,False,False,1.0,5,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[1].grade,E,,e,,False,False,1.0,1,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[1].credits,4,,4,,False,False,1.0,1,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[2].code,ES101,,es101,,False,False,1.0,5,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[2].grade,D,,d,,False,False,1.0,1,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[2].credits,2,,2,,False,False,1.0,1,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[3].code,EE205,,ee205,,False,False,1.0,5,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[3].grade,C,,c,,False,False,1.0,1,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[3].credits,3,,3,,False,False,1.0,1,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[4].code,EE204,,ee204,,False,False,1.0,5,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[4].grade,E,,e,,False,False,1.0,1,0.95,8487
DOC-45AFF25C_scanner_copy,certificate,scanner_copy,subject[4].credits,3,,3,,False,False,1.0,1,0.95,8487
DOC-481F7A78_clean,certificate,clean,studentName,rashmi shah,rashmi shah,rashmi shah,rashmi shah,True,True,0.0,0,100,8482
DOC-481F7A78_clean,certificate,clean,rollNumber,NIES20BBA0474,NIES20BBA0474,nies20bba0474,nies20bba0474,True,True,0.0,0,100,8482
DOC-481F7A78_clean,certificate,clean,enrollmentNumber,EN202000474,EN202000474,en202000474,en202000474,True,True,0.0,0,100,8482
DOC-481F7A78_clean,certificate,clean,degreeName,Bachelor of Technology in Business Administration,Bachelor of Technology in Business Administration,bachelor of technology in business administration,bachelor of technology in business administration,True,True,0.0,0,100,8482
DOC-481F7A78_clean,certificate,clean,branchName,business administration,business administration,business administration,business administration,True,True,0.0,0,100,8482
DOC-481F7A78_clean,certificate,clean,batchYears,2020 - 2024,2020 - 2024,2020 - 2024,2020 - 2024,True,True,0.0,0,100,8482
DOC-481F7A78_clean,certificate,clean,fatherName,nakul shah,,nakul shah,,False,False,1.0,10,100,8482
DOC-481F7A78_clean,certificate,clean,motherName,surbhi shah,,surbhi shah,,False,False,1.0,11,100,8482
DOC-481F7A78_clean,certificate,clean,dateOfBirth,2000-08-02,,2000-08-02,,False,False,1.0,10,100,8482
DOC-481F7A78_clean,certificate,clean,email,rashmi.shah474@nies.edu.in,,rashmi.shah474@nies.edu.in,,False,False,1.0,26,100,8482
DOC-481F7A78_clean,certificate,clean,phone,+91 9879812286,,+91 9879812286,,False,False,1.0,14,100,8482
DOC-481F7A78_clean,certificate,clean,bloodGroup,a-,,a-,,False,False,1.0,2,100,8482
DOC-481F7A78_clean,certificate,clean,universityName,National Institute of Engineering and Sciences,National Institute of Engineering and Sciences,national institute of engineering and sciences,national institute of engineering and sciences,True,True,0.0,0,100,8482
DOC-481F7A78_clean,certificate,clean,universityCode,NIES,NIES,nies,nies,True,True,0.0,0,100,8482
DOC-481F7A78_clean,certificate,clean,universityTagline,"Knowledge, Integrity, Innovation",,"knowledge, integrity, innovation",,False,False,1.0,32,100,8482
DOC-481F7A78_clean,certificate,clean,cgpa,9.2,9.2,9.2,9.2,True,True,0.0,0,100,8482
DOC-481F7A78_clean,certificate,clean,issueDate,2024-12-15,2024-12-15,2024-12-15,2024-12-15,True,True,0.0,0,100,8482
DOC-481F7A78_clean,certificate,clean,documentType,certificate,,certificate,,False,False,1.0,11,100,8482
DOC-481F7A78_clean,certificate,clean,subject[0].code,MA102,,ma102,,False,False,1.0,5,100,8482
DOC-481F7A78_clean,certificate,clean,subject[0].grade,O,,o,,False,False,1.0,1,100,8482
DOC-481F7A78_clean,certificate,clean,subject[0].credits,4,,4,,False,False,1.0,1,100,8482
DOC-481F7A78_clean,certificate,clean,subject[1].code,BA301,,ba301,,False,False,1.0,5,100,8482
DOC-481F7A78_clean,certificate,clean,subject[1].grade,A,,a,,False,False,1.0,1,100,8482
DOC-481F7A78_clean,certificate,clean,subject[1].credits,3,,3,,False,False,1.0,1,100,8482
DOC-481F7A78_clean,certificate,clean,subject[2].code,ME100,,me100,,False,False,1.0,5,100,8482
DOC-481F7A78_clean,certificate,clean,subject[2].grade,A+,,a+,,False,False,1.0,2,100,8482
DOC-481F7A78_clean,certificate,clean,subject[2].credits,3,,3,,False,False,1.0,1,100,8482
DOC-481F7A78_clean,certificate,clean,subject[3].code,BA204,,ba204,,False,False,1.0,5,100,8482
DOC-481F7A78_clean,certificate,clean,subject[3].grade,O,,o,,False,False,1.0,1,100,8482
DOC-481F7A78_clean,certificate,clean,subject[3].credits,2,,2,,False,False,1.0,1,100,8482
DOC-481F7A78_clean,certificate,clean,subject[4].code,BA302,,ba302,,False,False,1.0,5,100,8482
DOC-481F7A78_clean,certificate,clean,subject[4].grade,A+,,a+,,False,False,1.0,2,100,8482
DOC-481F7A78_clean,certificate,clean,subject[4].credits,3,,3,,False,False,1.0,1,100,8482
DOC-481F7A78_mobile_camera,certificate,mobile_camera,studentName,rashmi shah,['Rashmi Shah'],rashmi shah,['rashmi shah'],False,False,0.5455,4,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,rollNumber,NIES20BBA0474,NIES20BBA0474,nies20bba0474,nies20bba0474,True,True,0.0,0,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,enrollmentNumber,EN202000474,EN202000474,en202000474,en202000474,True,True,0.0,0,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,degreeName,Bachelor of Technology in Business Administration,Bachelor of Technology in Business Administration,bachelor of technology in business administration,bachelor of technology in business administration,True,True,0.0,0,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,branchName,business administration,['Business Administration'],business administration,['business administration'],False,False,0.2609,4,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,batchYears,2020 - 2024,['2020 - 2024'],2020 - 2024,['2020 - 2024'],False,False,0.3636,4,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,fatherName,nakul shah,,nakul shah,,False,False,1.0,10,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,motherName,surbhi shah,,surbhi shah,,False,False,1.0,11,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,dateOfBirth,2000-08-02,,2000-08-02,,False,False,1.0,10,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,email,rashmi.shah474@nies.edu.in,,rashmi.shah474@nies.edu.in,,False,False,1.0,26,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,phone,+91 9879812286,,+91 9879812286,,False,False,1.0,14,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,bloodGroup,a-,,a-,,False,False,1.0,2,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,universityName,National Institute of Engineering and Sciences,National Institute of Engineering and Sciences,national institute of engineering and sciences,national institute of engineering and sciences,True,True,0.0,0,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,universityCode,NIES,NIES,nies,nies,True,True,0.0,0,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,universityTagline,"Knowledge, Integrity, Innovation",,"knowledge, integrity, innovation",,False,False,1.0,32,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,cgpa,9.2,9.2,9.2,9.2,True,True,0.0,0,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,issueDate,2024-12-15,2024-12-15,2024-12-15,2024-12-15,True,True,0.0,0,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,documentType,certificate,,certificate,,False,False,1.0,11,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[0].code,MA102,,ma102,,False,False,1.0,5,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[0].grade,O,,o,,False,False,1.0,1,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[0].credits,4,,4,,False,False,1.0,1,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[1].code,BA301,,ba301,,False,False,1.0,5,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[1].grade,A,,a,,False,False,1.0,1,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[1].credits,3,,3,,False,False,1.0,1,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[2].code,ME100,,me100,,False,False,1.0,5,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[2].grade,A+,,a+,,False,False,1.0,2,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[2].credits,3,,3,,False,False,1.0,1,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[3].code,BA204,,ba204,,False,False,1.0,5,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[3].grade,O,,o,,False,False,1.0,1,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[3].credits,2,,2,,False,False,1.0,1,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[4].code,BA302,,ba302,,False,False,1.0,5,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[4].grade,A+,,a+,,False,False,1.0,2,0.95,8505
DOC-481F7A78_mobile_camera,certificate,mobile_camera,subject[4].credits,3,,3,,False,False,1.0,1,0.95,8505
DOC-481F7A78_rotated_90,certificate,rotated_90,studentName,rashmi shah,Rashmi Shah,rashmi shah,rashmi shah,False,True,0.1818,0,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,rollNumber,NIES20BBA0474,[OBJECTOBJECT],nies20bba0474,[objectobject],False,False,1.0,13,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,enrollmentNumber,EN202000474,[OBJECTOBJECT],en202000474,[objectobject],False,False,1.2727,14,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,degreeName,Bachelor of Technology in Business Administration,[object Object],bachelor of technology in business administration,[object object],False,False,0.8776,42,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,branchName,business administration,Business Administration,business administration,business administration,False,True,0.087,0,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,batchYears,2020 - 2024,2020 - 2024,2020 - 2024,2020 - 2024,True,True,0.0,0,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,fatherName,nakul shah,,nakul shah,,False,False,1.0,10,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,motherName,surbhi shah,,surbhi shah,,False,False,1.0,11,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,dateOfBirth,2000-08-02,,2000-08-02,,False,False,1.0,10,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,email,rashmi.shah474@nies.edu.in,,rashmi.shah474@nies.edu.in,,False,False,1.0,26,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,phone,+91 9879812286,,+91 9879812286,,False,False,1.0,14,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,bloodGroup,a-,,a-,,False,False,1.0,2,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,universityName,National Institute of Engineering and Sciences,[object Object],national institute of engineering and sciences,[object object],False,False,0.8913,40,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,universityCode,NIES,[object Object],nies,[object object],False,False,3.75,14,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,universityTagline,"Knowledge, Integrity, Innovation",,"knowledge, integrity, innovation",,False,False,1.0,32,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,cgpa,9.2,0,9.2,0,False,False,1.0,3,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,issueDate,2024-12-15,[object object],2024-12-15,[object object],False,False,1.5,15,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,documentType,certificate,,certificate,,False,False,1.0,11,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[0].code,MA102,,ma102,,False,False,1.0,5,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[0].grade,O,,o,,False,False,1.0,1,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[0].credits,4,,4,,False,False,1.0,1,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[1].code,BA301,,ba301,,False,False,1.0,5,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[1].grade,A,,a,,False,False,1.0,1,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[1].credits,3,,3,,False,False,1.0,1,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[2].code,ME100,,me100,,False,False,1.0,5,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[2].grade,A+,,a+,,False,False,1.0,2,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[2].credits,3,,3,,False,False,1.0,1,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[3].code,BA204,,ba204,,False,False,1.0,5,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[3].grade,O,,o,,False,False,1.0,1,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[3].credits,2,,2,,False,False,1.0,1,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[4].code,BA302,,ba302,,False,False,1.0,5,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[4].grade,A+,,a+,,False,False,1.0,2,0.9,8648
DOC-481F7A78_rotated_90,certificate,rotated_90,subject[4].credits,3,,3,,False,False,1.0,1,0.9,8648
DOC-481F7A78_scanner_copy,certificate,scanner_copy,studentName,rashmi shah,Rashmi Shah,rashmi shah,rashmi shah,False,True,0.1818,0,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,rollNumber,NIES20BBA0474,[OBJECTOBJECT],nies20bba0474,[objectobject],False,False,1.0,13,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,enrollmentNumber,EN202000474,[OBJECTOBJECT],en202000474,[objectobject],False,False,1.2727,14,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,degreeName,Bachelor of Technology in Business Administration,[object Object],bachelor of technology in business administration,[object object],False,False,0.8776,42,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,branchName,business administration,Business Administration,business administration,business administration,False,True,0.087,0,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,batchYears,2020 - 2024,2020 - 2024,2020 - 2024,2020 - 2024,True,True,0.0,0,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,fatherName,nakul shah,,nakul shah,,False,False,1.0,10,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,motherName,surbhi shah,,surbhi shah,,False,False,1.0,11,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,dateOfBirth,2000-08-02,,2000-08-02,,False,False,1.0,10,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,email,rashmi.shah474@nies.edu.in,,rashmi.shah474@nies.edu.in,,False,False,1.0,26,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,phone,+91 9879812286,,+91 9879812286,,False,False,1.0,14,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,bloodGroup,a-,,a-,,False,False,1.0,2,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,universityName,National Institute of Engineering and Sciences,[object Object],national institute of engineering and sciences,[object object],False,False,0.8913,40,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,universityCode,NIES,[object Object],nies,[object object],False,False,3.75,14,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,universityTagline,"Knowledge, Integrity, Innovation",,"knowledge, integrity, innovation",,False,False,1.0,32,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,cgpa,9.2,0,9.2,0,False,False,1.0,3,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,issueDate,2024-12-15,[object object],2024-12-15,[object object],False,False,1.5,15,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,documentType,certificate,,certificate,,False,False,1.0,11,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[0].code,MA102,,ma102,,False,False,1.0,5,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[0].grade,O,,o,,False,False,1.0,1,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[0].credits,4,,4,,False,False,1.0,1,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[1].code,BA301,,ba301,,False,False,1.0,5,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[1].grade,A,,a,,False,False,1.0,1,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[1].credits,3,,3,,False,False,1.0,1,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[2].code,ME100,,me100,,False,False,1.0,5,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[2].grade,A+,,a+,,False,False,1.0,2,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[2].credits,3,,3,,False,False,1.0,1,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[3].code,BA204,,ba204,,False,False,1.0,5,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[3].grade,O,,o,,False,False,1.0,1,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[3].credits,2,,2,,False,False,1.0,1,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[4].code,BA302,,ba302,,False,False,1.0,5,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[4].grade,A+,,a+,,False,False,1.0,2,0.95,8639
DOC-481F7A78_scanner_copy,certificate,scanner_copy,subject[4].credits,3,,3,,False,False,1.0,1,0.95,8639
DOC-4A692FAE_clean,marksheet,clean,studentName,kavya nair,kavya nair,kavya nair,kavya nair,True,True,0.0,0,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,rollNumber,21BTAI0307,21BTAI0307,21btai0307,21btai0307,True,True,0.0,0,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,enrollmentNumber,EN202100307,EN202100307,en202100307,en202100307,True,True,0.0,0,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,degreeName,Bachelor of Technology in Artificial Intelligence,Bachelor of Technology in Artificial Intelligence,bachelor of technology in artificial intelligence,bachelor of technology in artificial intelligence,True,True,0.0,0,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,branchName,artificial intelligence,artificial intelligence,artificial intelligence,artificial intelligence,True,True,0.0,0,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,batchYears,2021 - 2025,2021 - 2025,2021 - 2025,2021 - 2025,True,True,0.0,0,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,fatherName,pranav nair,,pranav nair,,False,False,1.0,11,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,motherName,ananya nair,,ananya nair,,False,False,1.0,11,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,dateOfBirth,2002-09-03,,2002-09-03,,False,False,1.0,10,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,email,kavya.nair307@srit.edu.in,,kavya.nair307@srit.edu.in,,False,False,1.0,25,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,phone,+91 9872686245,,+91 9872686245,,False,False,1.0,14,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,bloodGroup,a-,,a-,,False,False,1.0,2,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,universityName,Sri Ramanujan Institute of Technology,Sri Ramanujan Institute of Technology,sri ramanujan institute of technology,sri ramanujan institute of technology,True,True,0.0,0,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,universityCode,SRIT,SRIT,srit,srit,True,True,0.0,0,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,universityTagline,"Innovation, Research, Technology",,"innovation, research, technology",,False,False,1.0,32,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,cgpa,7.39,7.39,7.39,7.39,True,True,0.0,0,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,issueDate,2025-12-12,2025-12-12,2025-12-12,2025-12-12,True,True,0.0,0,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,documentType,marksheet,,marksheet,,False,False,1.0,9,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,subject[0].code,AI204,,ai204,,False,False,1.0,5,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,subject[0].grade,D,,d,,False,False,1.0,1,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,subject[0].credits,3,,3,,False,False,1.0,1,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,subject[1].code,AI202,,ai202,,False,False,1.0,5,0.95,9077
DOC-4A692FAE_clean,marksheet,clean,subject[1].grade,B,,b,,False,False,1.0,1,0.95,9077
